,time,platformID,productID,price,rating,commentNum,name,link
0,2018-11-22,1,1,101.45,4.0,487.0,Samsung Electronics UN32M4500A 32-Inch 720p Smart LED TV (2017 Model),https://www.amazon.com/Samsung-Electronics-UN32M4500A-32-Inch-Smart/dp/B073JP6WK4/ref=sr_1_acs_bss_1_1?s=tv&ie=UTF8&qid=1543333023&sr=1-1-acs&keywords=samsung+tv
1,2018-11-22,1,2,530.7,3.5,497.0,"Samsung SM-N950UZKAXAA Galaxy Note8 (US Version) Factory Unlocked Phone - 6.3"" Screen - 64GB - Midnight Black (U.S. Warranty)",https://www.amazon.com/Samsung-SM-N950UZKAXAA-Version-Factory-Unlocked/dp/B07536MYBQ/ref=sr_1_4?s=wireless&ie=UTF8&qid=1541726067&sr=1-4&keywords=galaxy+note
2,2018-11-22,1,3,66.08,4.4,157.0,"Nokia 3.1 - Android One (Oreo) - 16 GB - Dual SIM Unlocked Smartphone (AT&T/T-Mobile/MetroPCS/Cricket/H2O) - 5.2"" Screen - Blue - U.S. Warranty",https://www.amazon.com/Nokia-3-1-Unlocked-Smartphone-T-Mobile/dp/B07DDD8PNQ/ref=sr_1_6?s=mobile-apps&ie=UTF8&qid=1541724798&sr=8-6&keywords=nokia
3,2018-11-22,1,4,239.59,2.2,283.0,"Apple iPhone 7 32GB Unlocked, Black US Version",https://www.amazon.com/Apple-iPhone-Unlocked-Black-Version/dp/B01LYT95XR/ref=sr_1_8?s=wireless&ie=UTF8&qid=1541725701&sr=1-8&keywords=Apple+iPhone+7%2C+32GB
4,2018-11-22,1,5,474.36,4.2,93.0,"Microsoft Surface Pro 6 (Intel Core i5, 8GB RAM, 256GB) - Newest Version",https://www.amazon.com/Microsoft-Surface-Intel-Core-256GB/dp/B07HZNKGDV/ref=sr_1_3?ie=UTF8&qid=1541733553&sr=8-3&keywords=microsoft+surface+pro+6
5,2018-11-22,1,6,115.18,3.1,109.0,"2018 Newest Flagship Lenovo IdeaPad 330 15.6"" HD Anti-glare Laptop, Intel Quad-Core Celeron N4100 4GB RAM 500GB HDD DVDRW 802.11ac HDMI Bluetooth Webcam USB 3.0 Win 10",https://www.amazon.com/Flagship-Lenovo-Anti-glare-Quad-Core-Bluetooth/dp/B07DN2JG5T/ref=sr_1_4?ie=UTF8&qid=1543335827&sr=8-4&keywords=Lenovo+Laptop+IdeaPad+330
6,2018-11-22,1,7,535.58,4.3,97.0,"2018 Premium Dell G5 15 5587 15.6 Inch FHD Gaming Laptop (Intel Core i7-8750H, 4GB/8GB/16GB/32GB RAM, 128GB to 1TB SSD Plus 1TB/2TB HHD, GTX 1050TI 4GB, Backlit Keyboard, HDMI, Windows 10) Black/Red",https://www.amazon.com/Premium-Dell-i7-8750H-Keyboard-Bluetooth/dp/B07GM4VHNP/ref=sr_1_1?ie=UTF8&qid=1541732861&sr=8-1&keywords=Dell+G5+Gaming+Laptop+15.6%22+Full+HD%2C+Intel+Core+i7-8750H
7,2018-11-22,1,8,67.78,2.8,79.0,"Panasonic Microwave Oven NN-SN651B Black Countertop with Inverter Technology and Genius Sensor, 1.2 Cu. Ft, 1200W",https://www.amazon.com/Panasonic-Microwave-NN-SN651B-Countertop-Technology/dp/B00FRD0PNC/ref=sr_1_4?s=home-garden&ie=UTF8&qid=1541723725&sr=1-4&keywords=panasonic+microwave+NN-SN651B&dpID=41-d0ePOmZL&preST=_SY300_QL70_&dpSrc=srch
8,2018-11-22,1,9,43.77,4.8,218.0,"BLACK+DECKER BCRK17W Compact Refrigerator Energy Star Single Door Mini Fridge with Freezer, 1.7 Cubic Ft., White",https://www.amazon.com/BLACK-DECKER-BCRK17W-Compact-Refrigerator/dp/B01DZQI7B4/ref=sr_1_1?s=home-garden&ie=UTF8&qid=1543772335&sr=1-1&keywords=BLACK%2BDECKER+BCRK17W+Compact+Refrigerator+Energy+Star+Single+Door+Mini+Fridge+with+Freezer%2C+1.7+Cubic+Ft.%2C+White
9,2018-11-22,1,10,30.32,4.3,494.0,Honeywell HCE323V Digital Ceramic Heater,https://www.amazon.com/d/Space-Heaters-Accessories/Honeywell-HCE323V-Digital-Ceramic-Heater/B00KNBKB64/ref=sr_1_2_sspa?s=home-garden&ie=UTF8&qid=1543337061&sr=1-2-spons&keywords=Lasko+Ceramic+Tower+Heater+with+Digital+Display+%26+Remote+Control&psc=1
10,2018-11-22,2,1,129.57,,,Samsung UN32M4500 32-Inch 720p Smart LED TV (2017 Model) + Slim Flat Wall Mount Kit Ultimate Bundle for 19-45 Inch TVs + SurgePro 6-Outlet Surge Adapter w/ Night Light + LED TV Screen Cleaner,https://www.walmart.com/ip/Samsung-UN32M4500-32-Inch-720p-Smart-LED-TV-2017-Model-Slim-Flat-Wall-Mount-Kit-Ultimate-Bundle-19-45-Inch-TVs-SurgePro-6-Outlet-Surge-Adapter-w-Nigh/624033703
11,2018-11-22,2,2,104.28,4.4,2403.0,Samsung Galaxy S7 EDGE 32GB SM-G935P FACTORY UNLOCKED,https://www.walmart.com/ip/Samsung-Galaxy-S7-EDGE-32GB-SM-G935P-FACTORY-UNLOCKED/100268134
12,2018-11-22,2,3,78.64,5.0,102.0,"NOKIA 3.1 16GB Unlocked Smartphone, BLACK",https://www.walmart.com/ip/NOKIA-3-1-16GB-Unlocked-Smartphone-BLACK/564719323
13,2018-11-22,2,4,197.75,3.9,82.0,"Unlocked GSM Apple iPhone 7 32GB, Jet Black",https://www.walmart.com/ip/Unlocked-GSM-Apple-iPhone-7-32GB-Jet-Black/831495047?variantFieldId=actual_color
