1,https://www.ebay.com/itm/Toshiba-43LF621U19-43-inch-4K-Ultra-HD-Smart-LED-TV-HDR-Fire-TV-Edition/382638565076?hash=item59170926d4:g:-xwAAOSwZUFb9E8z,Toshiba 43LF621U19 43-inch 4K Ultra HD Smart LED TV HDR - Fire TV Edition,$348.75,,
2,https://www.ebay.com/itm/Samsung-Electronics-UN32M4500A-32-Inch-720p-Smart-LED-TV-2017-Model/233014485721?hash=item3640bee2d9:g:dHUAAOSw4c5b9O--,Samsung Electronics UN32M4500A 32-Inch 720p Smart LED TV (2017 Model)...,$245.80,,
3,https://www.ebay.com/itm/TCL-55S517-55-Inch-4K-Ultra-HD-Roku-Smart-LED-TV-3-HDMI-1-USB-RF-More-2018-Model/382634580040?hash=item5916cc5848:g:RMwAAOSwfhlb8AZK,TCL 55S517 55-Inch 4K Ultra HD Roku Smart LED TV 3 HDMI 1 USB RF More 2018 Model,"$1,136.59",,
4,,,,,
5,https://www.ebay.com/itm/Nokia-3-1-Android-One-Oreo-16-GB-Dual-SIM-Unlocked-Smartphone-AT-T-T-Mob/233001355188?hash=item363ff687b4:g:YSIAAOSwAE9b5~nV,Nokia 3.1- Android One Oreo - 16 GB - Dual SIM Unlocked Smartphone AT&T/T-Mob...,$168.53,,
6,https://www.ebay.com/itm/Apple-iPhone-7-32GB-Unlocked-Black-US-Version-NEW/123326387598?epid=232669172&hash=item1cb6d3558e:g:55MAAOSwQFZbmXSK,"Apple iPhone 7 32GB Unlocked, Black US Version ""NEW""",$489.99,4.5,162
7,https://www.ebay.com/itm/NEW-Microsoft-Surface-Pro-6-Intel-Core-i5-8250U-8GB-RAM-256GB-Newest-Version/292817536890?epid=18024504038&hash=item442d49077a,SPONSOREDNEW Microsoft Surface Pro 6 Intel Core i5-8250U 8GB RAM 256GB Newest Version,"$1,179.00",,
8,,,,,
9,https://www.ebay.com/itm/Dell-G5-Gaming-Laptop-15-6-Full-HD-Intel-Core-i7-8750H-NVIDIA-GeForce-GTX-105/273586060296?epid=8020383890&hash=item3fb2fffc08:g:WrQAAOSwe9FcAExh,"Dell G5 Gaming Laptop 15.6"" Full HD, Intel Core i7-8750H, NVIDIA GeForce GTX 105","$1,071.86",,
10,,,,,
11,,,,,
12,https://www.ebay.com/itm/Honeywell-Remote-Control-For-HCE323V-Digital-Ceramic-Whole-Room-Tower-Heater/332879698022?epid=3018259743&hash=item4d812d1866,SPONSOREDHoneywell Remote Control For HCE323V Digital Ceramic Whole Room Tower Heater,$8.95,5.0,3
